g
0.424, -0.56016, -1.71447125588, 1.69668223456
0.0836, -0.0836, -0.987885203684, 0.988664040071
0.0836, -0.0836, -1.98812138485, 1.98809872197
0.0836, -0.0836, -1.31727715938, 1.31858692339
0.0836, -0.0836, -2.31807336203, 2.31818890697
0.424, -0.424, -2.15996418848, 2.15935927053
0.01552, -0.62824, -1.00906899655, 0.705352262341
0.62824, -0.62824, -1.70362608779, 1.70594385541
0.62824, -0.62824, -2.70400101948, 2.70617410513
1.98984, -0.424, -3.02278124889, 2.67531565668
1.30904, -1.30904, -4.36507483663, 4.36754189225
1.30904, -1.30904, -5.36455977342, 5.36635911356
2.33024, -0.56016, -5.85348939039, 5.59892700536
0.56016, -0.56016, -6.59791550485, 6.59967157212
0.56016, -0.56016, -7.59671986374, 7.59919831625
1.37712, -2.19408, -8.14187199684, 7.69211017302
3.28336, -3.28336, -4.3973942485, 4.40287671918
3.28336, -3.28336, -5.4026961911, 5.40107690424
3.28336, -0.0836, -6.39724182754, 6.29812853756
0.35592, -0.35592, -7.06583035117, 7.07016873936
2.126, -2.126, -9.21763104123, 9.22941838552
2.126, -2.126, -10.2199362555, 10.2265744071
2.126, -2.126, -11.2231098547, 11.2279228112
2.126, -2.19408, -12.2222971272, 12.1766853158
2.53448, -2.53448, -12.9306285155, 12.9320490615

j6
1.0, -1.0, -0.236531104348, 0.236962309168
1.2, -1.2, -0.121098803205, 0.121757160005
1.2, -1.2, -1.12154381259, 1.1225540641
0.4, -0.4, -0.169050783957, 0.168494583541
0.4, -0.4, -1.16767949254, 1.16806089309
2.0, -2.0, -0.849187555845, 0.851652512912
0.2, -0.8, 1.6039281142, -1.97530454772
0.8, -0.8, 0.977767437529, -0.975177182291
0.8, -0.8, -0.0232189887272, 0.0264513309329
2.0, -2.6, -0.272759662916, -0.0977376103978
0.8, -0.8, -2.02171515959, 2.02704937888
0.8, -0.8, -3.02290435241, 3.02594005268
1.6, -2.2, -3.52352468933, 3.15215058081
2.2, -2.2, -4.14751938321, 4.15260776418
2.2, -2.2, -5.14789032273, 5.15186637053
3.0, -0.2, -5.64966520246, 5.59543052224
1.0, -1.0, -0.034594909818, 0.044765211036
1.0, -1.0, -1.03942441482, 1.04340409009
1.0, -1.6, -2.0372893296, 1.44552115764
2.4, -2.4, -1.64040321922, 1.63841818775
4.6, -4.6, -4.53567498536, 4.54421929225
4.6, -4.6, -5.53388894851, 5.53875516638
4.6, -4.6, -6.54584944594, 6.54222788137
4.6, -4.8, -7.53634061026, 7.37643611297
0.4, -0.4, -8.63506554523, 8.6405993526

j5
1.0, -1.0, -0.236486021678, 0.236883235038
1.2, -1.2, -0.121936686269, 0.122437125837
1.2, -1.2, -1.12166622693, 1.12154536709
0.4, -0.4, -0.168244410946, 0.169516612681
